"cpg","beta_spearman_cor","beta_pVal","beta_fdr","residual_spearman_cor","residual_pVal","residual_fdr","BECon_cor_BA7","BECon_cor_BA10","BECon_cor_BA20","BECon_cor_mean"
"cg00318947",-0.061746437705517,0.613480843358274,0.857607371068559,-0.125465838509317,0.303557562689944,0.64262586990558,0.132352941176471,0.0941176470588235,-0.394117647058824,-0.0558823529411765
"cg00320288",0.267665327000365,0.0264720852760861,0.160934832853483,-0.0402630617464377,0.74201904275391,0.91211567291965,0.358823529411765,0.491176470588235,0.405882352941176,0.418627450980392
"cg00321288",0.0434782608695652,0.722217036122739,0.907504800234852,0.0848008768724881,0.487554881522465,0.786250369987431,-0.338235294117647,0.0558823529411765,-0.644117647058823,-0.308823529411765
"cg00326231",0.0652173913043478,0.59364774009322,0.848294351653207,0.0353306540007307,0.772722070249254,0.929139404213071,0.485294117647059,0.0470588235294118,0.0264705882352941,0.186274509803922
"cg00329615",0.238143953233467,0.049004908336476,0.240914038230828,0.241030325173548,0.0462661110878375,0.237731757110245,0.482352941176471,0.179411764705882,0.164705882352941,0.275490196078431
"cg00332146",0.125575447570333,0.30313273404917,0.633807628438372,0.245926196565583,0.0419106062683277,0.226691200964653,0.235294117647059,0.0823529411764706,-0.0529411764705882,0.0882352941176471
"cg00340349",0.0894409937888199,0.463980475080997,0.771070758804854,0.107307270734381,0.379290422966529,0.708476822345598,0.0911764705882353,0.379411764705882,0.588235294117647,0.352941176470588
"cg00355457",0.22035074899525,0.0689844271531603,0.297084484789328,-0.0444647424187066,0.716177224153303,0.902378491030917,0.00294117647058824,0.108823529411765,0.123529411764706,0.0784313725490196
"cg00359365",-0.0970040189989039,0.426930271425285,0.736282964651146,0.0774205334307636,0.526322632144003,0.813782437416388,0.158823529411765,0.0852941176470588,-0.0235294117647059,0.0735294117647059
"cg00363080",0.194263792473511,0.10963778447836,0.384706575845023,0.130252100840336,0.285368630868577,0.623786558501184,0.0852941176470588,-0.144117647058824,-0.0529411764705882,-0.0372549019607843
"cg00376735",0.183814395323347,0.130381171095525,0.420877601359134,0.192875411033979,0.112236047688018,0.39089824965437,0.0382352941176471,0.25,0.0794117647058823,0.122549019607843
"cg00383136",-0.194409937888199,0.109367024035935,0.384475826765502,-0.220496894409938,0.0687969295412975,0.298332118739199,-0.0352941176470588,0.258823529411765,-0.135294117647059,0.0294117647058823
"cg00384847",0.208037997807819,0.0863228283530099,0.334155757638948,0.268103763244428,0.0262187780690646,0.169856021652956,0.458823529411765,0.188235294117647,-0.305882352941176,0.113725490196078
"cg00400448",-0.0263061746437706,0.829780173344801,0.944614698092974,-0.0217391304347826,0.859016115633359,0.958362157377413,0.426470588235294,0.1,-0.0794117647058823,0.149019607843137
"cg00423364",0.121044939715016,0.321016359571512,0.650179462609471,0.187541103397881,0.122664751785069,0.410817396380172,0.0117647058823529,0.0235294117647059,0.0764705882352941,0.0372549019607843
"cg00424169",0.0809645597369383,0.5075152289451,0.797459580034447,0.168213372305444,0.166744751646515,0.476988561742515,-0.394117647058824,-0.0705882352941176,-0.0441176470588235,-0.169607843137255
"cg00437360",0.127165940505309,0.297756553889124,0.630356848360365,0.0780781877968579,0.522806335506618,0.811526593305934,0.0352941176470588,-0.152941176470588,-0.320588235294118,-0.146078431372549
"cg00439384",0.299305809280234,0.0127511895794701,0.0964308711947426,0.312203142126416,0.00926254660187742,0.0921586533253108,-0.291176470588235,-0.15,-0.364705882352941,-0.268627450980392
"cg00442282",0.124588966021191,0.306970186457895,0.638273375500867,0.0632078918523931,0.605094991380142,0.857947008604716,0.0676470588235294,-0.305882352941176,0.129411764705882,-0.0362745098039216
"cg00452882",0.399400798343281,0.000674520494052858,0.00980707453881039,0.35316039459262,0.00307084141942369,0.0421931361328141,0.452941176470588,0.529411764705882,0.432352941176471,0.47156862745098
"cg00453717",0.231603945926197,0.0557072360119968,0.263835659445707,0.0630617464377055,0.605931300294608,0.857947008604716,-0.329411764705882,-0.188235294117647,0.0294117647058823,-0.162745098039216
"cg00463367",-0.00632078918523931,0.958898440287369,0.990316092928943,0.0190354402630618,0.876416460079316,0.966041181827069,0.126470588235294,-0.1,0.488235294117647,0.17156862745098
"cg00473916",0.0238217025940811,0.845658452138832,0.949435753957725,-0.114358786993058,0.348621002609929,0.683483054671249,0.0294117647058823,0,-0.191176470588235,-0.053921568627451
"cg00476955",0.087869930580928,0.471891730310892,0.777672044634183,0.0605772743880161,0.620225583063049,0.864188150079276,0.455882352941176,0.123529411764706,0.323529411764706,0.300980392156863
"cg00477302",-0.1274388016076,0.295970111801935,0.628643198963227,-0.106649616368286,0.382231605201319,0.710833292568243,0.344117647058824,-0.0470588235294118,0.00588235294117647,0.100980392156863
"cg00488091",0.0721958348556814,0.554673075118677,0.826581391012067,0.121921812203142,0.317503184383362,0.652935550779601,0.444117647058824,0.514705882352941,0.573529411764706,0.51078431372549
"cg00495443",-0.0291925465838509,0.811419229322222,0.933571006358491,-0.0874680306905371,0.473927214978073,0.776789079305153,NA,NA,NA,NA
"cg00501467",0.0331750091340884,0.786254238037692,0.924660927599627,0.0177566678845451,0.88466738083006,0.966050290225881,0.155882352941176,0.120588235294118,-0.0911764705882353,0.0617647058823529
"cg00501774",-0.171720862257947,0.157979623596594,0.463316315958424,-0.176872488125685,0.145734299926704,0.448808997557527,0.00882352941176471,0.0235294117647059,0.197058823529412,0.0764705882352941
"cg00502209",0.120497995054306,0.324012856450303,0.65187107760749,-0.01286079649251,0.916362844936314,0.977801025252195,0.25,-0.0470588235294118,-0.429411764705882,-0.0754901960784313
"cg00502254",0.0108147606868834,0.929650456727044,0.980880088508477,-0.0745706978443551,0.541695920593503,0.821904117708238,0.2,0.223529411764706,0.182352941176471,0.201960784313725
"cg00502509",0.16353671903544,0.178983619646424,0.490407273406673,0.139678480087687,0.251704323635362,0.591197819634465,0.0588235294117647,-0.176470588235294,0.376470588235294,0.0862745098039216
"cg00505606",0.325831202046036,0.00651376263436379,0.0577615216111077,0.260504201680672,0.0309126470537098,0.188542014794253,-0.129411764705882,-0.182352941176471,-0.0235294117647059,-0.111764705882353
"cg00509451",-0.0206614967262613,0.866182237231976,0.956728378049806,0.0468761417610523,0.701487209676249,0.896712781107849,0.370588235294118,0.332352941176471,0.223529411764706,0.308823529411765
"cg00510320",0.271720862257947,0.0242064323967754,0.152602231798831,0.28732188527585,0.0169645599768403,0.133404747323119,0.655882352941176,0.702941176470588,0.25,0.536274509803922
"cg00513941",-0.0276214833759591,0.821401189843443,0.938473785036692,-0.278589696748265,0.0207454768645042,0.149770943830442,0.605882352941176,0.176470588235294,0.302941176470588,0.361764705882353
"cg00514241",0.026525392765802,0.828382326675124,0.943309686508315,0.0185239313116551,0.879715294872796,0.966050290225881,0.217647058823529,-0.0588235294117647,-0.232352941176471,-0.0245098039215686
"cg00524443",0.0361344537815126,0.767693279362776,0.919651440346085,0.0690537084398977,0.572069181122626,0.842971171263497,0.538235294117647,-0.332352941176471,-0.329411764705882,-0.0411764705882353
"cg00528492",-0.0656558275484107,0.591163168753766,0.847486901616083,-0.0302155644866642,0.804935407171633,0.937502028440577,-0.211764705882353,0.214705882352941,-0.15,-0.0490196078431373
"cg00534022",0.0830471318962368,0.496627571359947,0.791727107440065,0.170661308001461,0.160590467069179,0.467583143721057,0.208823529411765,0.132352941176471,0.473529411764706,0.27156862745098
"cg00539174",0.0429667519181586,0.725355532445637,0.907541228220008,-0.0164048227986847,0.89340315605098,0.968821982754329,-0.0647058823529412,-0.0647058823529412,0.05,-0.0264705882352941
"cg00555456",-0.0642309097552064,0.599255131558631,0.850803792478726,-0.0808549506759226,0.508091656684829,0.800441748939435,0.717647058823529,0.397058823529412,0.367647058823529,0.494117647058823
"cg00561739",0.270807453416149,0.0247017617910652,0.154810176474133,0.273584216295214,0.0232221443461278,0.159828006316194,0.0147058823529412,-0.0588235294117647,-0.05,-0.0313725490196078
"cg00561775",0.0660211910851297,0.589096290302806,0.846925255715921,0.0188527584947022,0.877594376089895,0.966050290225881,-0.420588235294118,0.0529411764705882,-0.126470588235294,-0.164705882352941
"cg00562553",0.213701132626964,0.077961354571084,0.316906558060995,0.187285348922178,0.123182840409425,0.41218450880977,0.302941176470588,0.0617647058823529,0.0941176470588235,0.152941176470588
"cg00574740",0.313335769090245,0.00900053948040791,0.0748311627907213,0.148227986846913,0.223619549892842,0.558453349965414,0.317647058823529,0.217647058823529,0.108823529411765,0.214705882352941
"cg00575665",0.25527950310559,0.0345353447908363,0.191347235318208,-0.0154548776032152,0.89954948777025,0.971554888749267,0.244117647058824,0.0882352941176471,0.138235294117647,0.156862745098039
"cg00582562",0.126050420168067,0.301296301657555,0.632081894584726,0.15085860431129,0.215439385154597,0.54713143785707,0.573529411764706,0.476470588235294,0.0147058823529412,0.354901960784314
"cg00584026",-0.0677749360613811,0.579221224252802,0.840051976888056,-0.0758494702228718,0.534770480230606,0.820083430639822,-0.432352941176471,-0.191176470588235,-0.676470588235294,-0.433333333333333
"cg00587301",-0.0454146876141761,0.710377558965512,0.902651159783074,-0.093934965290464,0.441756596444203,0.754910703080732,0.0823529411764706,-0.158823529411765,0.117647058823529,0.0137254901960784
"cg00588297",-0.00657654366094264,0.957232091686229,0.989957975162681,-0.141614906832298,0.245140787586032,0.584938355111453,-0.447058823529412,-0.0323529411764706,0,-0.159803921568627
"cg00589181",0.0898063573255389,0.462151110742257,0.769431343273061,0.140957252466204,0.247356543414475,0.587158535349055,-0.0147058823529412,0.0117647058823529,-0.202941176470588,-0.0686274509803921
"cg00591868",-0.166861527219583,0.170217195280195,0.479893857910257,-0.085970040189989,0.481555648912508,0.782187973328554,-0.00588235294117647,-0.158823529411765,-0.273529411764706,-0.146078431372549
"cg00593607",0.0998173182316405,0.413593508441555,0.724609645102416,-0.0184508586043113,0.880186725949458,0.966050290225881,-0.194117647058824,0.0294117647058823,-0.217647058823529,-0.127450980392157
"cg00593900",0.611837778589697,4.92261449102682e-08,7.10181805993908e-06,0.568761417610523,5.75577604234458e-07,0.000104415167450631,0.385294117647059,0.426470588235294,0.367647058823529,0.393137254901961
"cg00594854",0.0126781147241505,0.917548359747754,0.9779900124165,-0.0329192546583851,0.787864057281638,0.93108950184733,-0.223529411764706,-0.176470588235294,-0.311764705882353,-0.237254901960784
"cg00608661",0.326050420168067,0.00647618612356203,0.0575643937191497,0.296017537449763,0.013805338273834,0.118227908367926,0.188235294117647,0.0470588235294118,0.141176470588235,0.125490196078431
"cg00611789",0.387504567044209,0.00108889778096083,0.0141985961040898,0.335257581293387,0.00506112621327229,0.0600768494493176,0.332352941176471,0.0558823529411765,-0.185294117647059,0.0676470588235294
"cg00619207",-0.15911582024114,0.191145133149132,0.508500279746379,-0.117208622579467,0.336678722193764,0.671031820907975,-0.126470588235294,-0.341176470588235,-0.0294117647058823,-0.165686274509804
"cg00621289",0.215601023017903,0.0753060528668428,0.311449136020433,0.270807453416149,0.0247017617910652,0.164258999242621,-0.0235294117647059,-0.138235294117647,-0.0352941176470588,-0.0656862745098039
"cg00631221",0.0599561563755937,0.623821589229209,0.862397276379026,-0.16123492875411,0.185243094118045,0.507092841281395,0.544117647058823,0.858823529411765,0.144117647058824,0.515686274509804
"cg00645579",0.0802338326635002,0.51136444746024,0.79812911197438,-0.0411399342345634,0.736601190920294,0.910654654607681,0.0823529411764706,0.0676470588235294,-0.0235294117647059,0.042156862745098
"cg00653312",0.0258312020460358,0.832810653451867,0.945354176488793,-0.102265253927658,0.402188605509416,0.730114268919513,0.126470588235294,0.0882352941176471,0.420588235294118,0.211764705882353
"cg00664406",0.589733284618195,1.82660526986231e-07,1.90322121312598e-05,0.429338691998539,0.000265178768001206,0.00799928169208663,0.279411764705882,0.326470588235294,0.141176470588235,0.249019607843137
"cg00675737",0.0189989039093898,0.876652021837586,0.959253714677009,0.194483010595543,0.109231838793529,0.386027711180942,-0.2,-0.361764705882353,-0.0235294117647059,-0.195098039215686
"cg00677334",-0.00566313481914505,0.963184130361847,0.992283348801782,-0.00946291560102302,0.938440591900615,0.982965436034442,-0.323529411764706,-0.414705882352941,-0.317647058823529,-0.351960784313725
"cg00679184",0.0389842893679211,0.749942592454503,0.916297936253042,-0.170880526123493,0.160047680203799,0.467583143721057,-0.0941176470588235,0.247058823529412,-0.432352941176471,-0.0931372549019608
"cg00682096",-0.166496163682864,0.17116477236634,0.480208721874454,0,1,1,0.0147058823529412,-0.25,-0.264705882352941,-0.166666666666667
"cg00700969",0.389002557544757,0.00103821707512981,0.0138097597475599,0.341286079649251,0.00429032495864522,0.0533273246399552,0.523529411764706,0.535294117647059,0.0205882352941176,0.359803921568627
"cg00715197",-0.0847643405188162,0.487742994418976,0.786181154617093,-0.021958348556814,0.857608107653704,0.958216226953587,-0.238235294117647,-0.144117647058824,-0.261764705882353,-0.214705882352941
"cg00743788",0.0293024232970143,0.811098767128082,0.933571006358491,-0.0355864084764341,0.771120971325592,0.928563326947769,0.452941176470588,0.0823529411764706,0.288235294117647,0.274509803921569
"cg00754357",-0.0522469857508221,0.669166858734101,0.883461083200552,-0.0121666057727439,0.920868752069835,0.977801025252195,0.317647058823529,0.285294117647059,-0.0882352941176471,0.17156862745098
"cg00757207",0.175995615637559,0.147766565163852,0.447612377652706,-0.111801242236025,0.359560788019371,0.690484149059846,NA,NA,NA,NA
"cg00759427",-0.0667519181585678,0.584972400230464,0.844259897369938,-0.252283522104494,0.0367689289518561,0.212511945298016,0.0617647058823529,0.317647058823529,0.111764705882353,0.163725490196078
"cg00764217",0.00566313481914505,0.963184130361847,0.992283348801782,0.00336134453781513,0.978191484773596,0.995380710254458,0.282352941176471,-0.173529411764706,-0.423529411764706,-0.104901960784314
"cg00765783",0.255608330288637,0.0342972820751273,0.19045572250833,0.182827913774205,0.132484438109521,0.428564652276045,0.420588235294118,-0.0411764705882353,0.167647058823529,0.182352941176471
"cg00767496",0.260394592619657,0.030985218895039,0.179360426042116,0.248008768724881,0.0401641620062268,0.223692445281093,-0.0176470588235294,-0.205882352941176,-0.0470588235294118,-0.0901960784313725
"cg00769161",-0.022360248447205,0.855027919281087,0.953086552246863,0.00226525392765802,0.985340833620755,0.997036273782425,-0.0705882352941176,-0.355882352941176,-0.297058823529412,-0.241176470588235
"cg00783712",0.201315308732189,0.0971558040094073,0.358692343345755,0.122689075630252,0.314449560234891,0.65076156070362,-0.0352941176470588,-0.5,-0.508823529411765,-0.348039215686274
"cg00792107",0.00639386189258312,0.958422322355212,0.99009697911165,-0.142747533796127,0.241356929162288,0.578855397242802,-0.0823529411764706,0.0911764705882353,0.0323529411764706,0.0137254901960784
"cg00802237",0.0964194373401535,0.429732141193961,0.738737516782102,-0.145341614906832,0.232843512181147,0.570101836939611,NA,NA,NA,NA
"cg00805619",0.034453781512605,0.778218738752712,0.923745165792,-0.145341614906832,0.232843512181147,0.570101836939611,0.0470588235294118,-0.0794117647058823,-0.05,-0.0274509803921569
"cg00806461",0.392035074899525,0.000942119506750272,0.0129446530030047,0.417391304347826,0.000404017583661336,0.0105774936793849,0.2,-0.229411764705882,-0.197058823529412,-0.0754901960784314
"cg00807464",-0.0995250274022653,0.414967751529838,0.72566155523936,0.0643405188162222,0.59863092417866,0.856364827692168,-0.108823529411765,-0.170588235294118,-0.194117647058824,-0.157843137254902
"cg00810292",0.133559860800793,0.273922544708609,0.602276357093783,0.0711728169528681,0.560308917064,0.836338538761267,-0.638235294117647,-0.411764705882353,-0.247058823529412,-0.432352941176471
"cg00813509",0.0592254293021557,0.628063490648484,0.864220892671483,0.181147241505298,0.136127126296329,0.43345742846989,0.0294117647058823,-0.426470588235294,0.0941176470588235,-0.100980392156863
"cg00816609",-0.067811472415053,0.579016308684862,0.840051976888056,0.0142126415783705,0.907595888806164,0.97555019673558,0.194117647058824,-0.0176470588235294,0.294117647058824,0.156862745098039
"cg00828556",0.0624040920716113,0.609700966566596,0.8555885991737,0.0766532700036536,0.530439937155228,0.81598228633554,-0.15,-0.0411764705882353,0.276470588235294,0.0284313725490196
"cg00835857",0.12544871619738,0.304381635246045,0.634944980849056,0.0851297040555353,0.485863599354923,0.784872679233556,0.3,-0.132352941176471,0.297058823529412,0.154901960784314
"cg00839584",0.308074534161491,0.0102750405530595,0.0825303578469509,0.0558275484106686,0.647945583011505,0.872017987292743,-0.332352941176471,-0.0558823529411765,-0.197058823529412,-0.195098039215686
"cg00842076",0.293715747168433,0.0145874789486833,0.107079517683975,0.402374862988674,0.000672100099594697,0.015006234961784,0.123529411764706,0.261764705882353,-0.205882352941176,0.0598039215686275
"cg00849854",-0.260504201680672,0.0309126470537098,0.179216907416484,-0.164377055169894,0.176737384340259,0.493260363586541,0.211764705882353,0.547058823529412,0.0647058823529412,0.274509803921569
"cg00851377",0.295469492144684,0.0139881859163744,0.103286782228977,0.1560467665327,0.199932265514021,0.526927498626251,0.25,0.423529411764706,0.188235294117647,0.287254901960784
"cg00851518",0.218779685787358,0.0710261924446947,0.301720552502888,0.303982462550238,0.0113727332883441,0.104556672952399,0.441176470588235,0.344117647058824,-0.182352941176471,0.200980392156863
"cg00864618",-0.016295213737669,0.894112034076833,0.968470759405775,0.117062477164779,0.33728478023225,0.671061389261878,NA,NA,NA,NA
"cg00908571",0.242345633905736,0.0450607298344389,0.227793527774906,0.319875776397516,0.00761104559601224,0.0813357511791546,0.138235294117647,0.291176470588235,-0.0794117647058823,0.116666666666667
"cg00916899",0.186006576543661,0.125798509401439,0.414169174982718,0.0842528315674096,0.490380613260262,0.787724937678447,0.202941176470588,0.25,0.591176470588235,0.348039215686274
"cg00921266",0.0401720877993357,0.743115408421319,0.914699538175608,-0.126635001826818,0.299046096209543,0.637704324549174,0.0647058823529412,0.0705882352941176,-0.364705882352941,-0.0764705882352941
"cg00930618",0.136645962732919,0.262223290842615,0.589687987980006,0.265546218487395,0.0277258779157927,0.17537903551794,-0.255882352941176,0.185294117647059,-0.355882352941176,-0.142156862745098
"cg00931644",0.0371940080379978,0.761079113620843,0.918737682795997,-0.0071611253196931,0.953423996325333,0.987082245869131,0.152941176470588,0.532352941176471,0.108823529411765,0.264705882352941
"cg00934322",0.000438436244062843,0.997258708731622,0.999670573768283,0.0424917793204238,0.728273918468692,0.907516897788434,0.00294117647058824,-0.202941176470588,-0.423529411764706,-0.207843137254902
"cg00945260",-0.0843259042747534,0.49000334951518,0.786684919033964,-0.0901351845085861,0.4605080723147,0.77122032768634,0.0352941176470588,0.0852941176470588,-0.1,0.00686274509803922
"cg00957901",0.132553891121666,0.276884732044066,0.606239646936892,0.196273291925466,0.105960194755861,0.380341330649986,-0.117647058823529,0.261764705882353,-0.464705882352941,-0.106862745098039
"cg00965578",0.203544026306175,0.0934520201196271,0.350889416885607,0.2802338326635,0.0199829596199296,0.146685091065276,-0.161764705882353,0.00294117647058824,-0.0205882352941176,-0.0598039215686274
"cg00969405",0.14855681402996,0.222585254742863,0.546054473865585,-0.00255754475703325,0.983434204099035,0.996451026357504,0.223529411764706,-0.170588235294118,-0.155882352941176,-0.0343137254901961
"cg00975624",0.0871026671538181,0.475781764914164,0.778842732061109,0.0632809645597369,0.604677027767429,0.857947008604716,0.0323529411764706,0.267647058823529,0.320588235294118,0.206862745098039
"cg00979931",0.439386189258312,0.000183991674849479,0.00377100055319866,0.299269272926562,0.0127625066343604,0.113575156305871,0.202941176470588,0.0882352941176471,0,0.0970588235294118
