"cpg","seqnames","start","end","UCSC_RefGene_Group","UCSC_RefGene_Accession","UCSC_RefGene_Name","Relation_to_Island","estimate.bacon","se.bacon","pVal.fixed.bacon","pVal.random.bacon","pValQ.bacon","direction.bacon","pVal.final.bacon","fdr.bacon","GASPARONI_Estimate","GASPARONI_StdErr","GASPARONI_pValue","GASPARONI_fdr","GASPARONI_Estimate.bacon","GASPARONI_StdErr.bacon","GASPARONI_pValue.bacon","GASPARONI_fdr.bacon","LONDON_Estimate","LONDON_StdErr","LONDON_pValue","LONDON_fdr","LONDON_Estimate.bacon","LONDON_StdErr.bacon","LONDON_pValue.bacon","LONDON_fdr.bacon","MTSINAI_Estimate","MTSINAI_StdErr","MTSINAI_pValue","MTSINAI_fdr","MTSINAI_Estimate.bacon","MTSINAI_StdErr.bacon","MTSINAI_pValue.bacon","MTSINAI_fdr.bacon","ROSMAP_Estimate","ROSMAP_StdErr","ROSMAP_pValue","ROSMAP_fdr","ROSMAP_Estimate.bacon","ROSMAP_StdErr.bacon","ROSMAP_pValue.bacon","ROSMAP_fdr.bacon"
"cg14216068","chr7",27146445,27146446,"3'UTR","NM_030661;NM_153631;NM_153632","HOXA3","Island",0.0702435202886146,0.0100216755234838,2.39754340011751e-12,2.39754340011751e-12,0.403893223616845,"++++",2.39754340011751e-12,6.12370625101413e-08,0.0566130403632821,0.0378277224400225,0.141327258318629,0.999927573044146,0.0533720387926897,0.0373031049730941,0.152497102171646,0.949025423563281,0.070235951060256,0.0152395380317235,1.31541271697486e-05,0.0673839596503691,0.0688061917175391,0.016489076092357,3.00832976120844e-05,0.11056575822467,0.1183516,0.02663672,1.940731e-05,0.07882794,0.114639334358002,0.0286572978105778,6.32478135429864e-05,0.169679438247554,0.0618671953990532,0.0151501478877651,4.98133956189182e-05,0.14732584704408,0.0618040600953851,0.0151750153272773,4.64610709378544e-05,0.137411163110811
"cg14103343","chr19",49220223,49220224,"Body;TSS200","NM_001130915;NM_182574","MAMSTR","N_Shelf",0.0631720870950667,0.00903116714595428,2.6545322096938e-12,5.41383722149762e-07,0.154911426462806,"++++",2.6545322096938e-12,6.12370625101413e-08,0.0525641278267242,0.0406998844728996,0.202980462983027,0.999927573044146,0.0490770453118109,0.0401354341460182,0.221410550288966,0.965496035568169,0.0400827758968445,0.0133775975523805,0.00352168282811231,0.352705925313924,0.0388277020853019,0.014474469207331,0.007307508100952,0.600995220694091,0.08192586,0.01828166,1.664878e-05,0.07164069,0.0793780095778502,0.0196684492344301,5.44155890217958e-05,0.157938729371329,0.08263278,0.0152572,8.559254e-08,0.006159853,0.0825691985774118,0.0152822431547557,6.55536673211946e-08,0.00471771170171563
"cg09144964","chr7",27150262,27150263,"5'UTR","NM_030661;NM_153631;NM_153632","HOXA3","Island",0.0579022249558555,0.0082816772779538,2.71757086637339e-12,2.71757086637339e-12,0.901532503484273,"++++",2.71757086637339e-12,6.12370625101413e-08,0.0449649551627951,0.0300598900573273,0.141523711439007,0.999927573044146,0.0423894855176928,0.029643001533229,0.152717083700393,0.949073139165449,0.0653629429606858,0.0138304168039898,8.30516994008803e-06,0.0556020164243186,0.064065386066375,0.014964416545651,1.85903497381979e-05,0.0910912992340377,0.06598341,0.01966737,0.001053629,0.2719573,0.063242438066539,0.0211592748371731,0.00280006205447523,0.507856340865639,0.05472051,0.01215798,8.008045e-06,0.0735723,0.0546698439758148,0.0121779360977543,7.14731535344048e-06,0.0656645151396097
"cg09490371","chr2",233253024,233253025,"TSS1500","NR_028501","ECEL1P2","Island",0.0699335832950478,0.0100268234658015,3.06633442857451e-12,3.06633442857451e-12,0.922243304130621,"++++",3.06633442857451e-12,6.58057270760865e-08,0.0895837904835944,0.0381335741817588,0.0231630956348304,0.999927573044146,0.0863165841639081,0.0376047149800482,0.0217121582034044,0.821129049264895,0.0684549258125859,0.0161992570006342,5.64747645847408e-05,0.0966685351450836,0.0669351265251327,0.017527485463606,0.000134066305153414,0.175205948151512,0.08096341,0.01963108,6.792896e-05,0.1188892,0.0782274956757397,0.0211202319918998,0.000212299338528584,0.24449359485786,0.06454571,0.01631948,8.480601e-05,0.1869889,0.0644777017314907,0.01634626678022,7.99696663140126e-05,0.174703467680696
"cg00921266","chr7",27153663,27153664,"5'UTR;TSS200","NM_030661;NM_153631;NM_153632","HOXA3","N_Shore",0.0940947774761482,0.0135788202983688,4.22255399782782e-12,1.40036797780385e-08,0.241201847781807,"++++",4.22255399782782e-12,8.64999783168661e-08,0.0502955434359238,0.0423858859095241,0.241473657732056,0.999927573044146,0.0466640077805185,0.041798053106885,0.264244184400913,0.973351136219842,0.114794854247526,0.0230139002494043,2.90719903903394e-06,0.0504055760155087,0.112635711442446,0.024900882927317,6.08649647350022e-06,0.0682750302026584,0.142527781595811,0.0317274962300299,1.59304094534235e-05,0.0711547706638229,0.138106032440459,0.0341342443156647,5.21075322329328e-05,0.15777176030861,0.0771523815185595,0.020464217725864,0.000177872693453677,0.244181891959323,0.0770671008592534,0.0204978076749676,0.000170067701129003,0.230206092635131
"cg09502865","chr16",88600155,88600156,"Body","NM_153813","ZFPM1","Island",0.0518614995231359,0.00757691606978958,7.66516975064818e-12,2.71299020538276e-07,0.183749627581415,"++++",7.66516975064818e-12,1.44401336523246e-07,0.0150416173101137,0.0206463237595817,0.469977579874056,0.999927573044146,0.0132726826924438,0.0203599882000114,0.514465482608761,0.989363176907512,0.0547615724753461,0.0128680071375355,5.05471629302915e-05,0.0935880553545283,0.0535543079645229,0.0139230958580323,0.000119848037261708,0.167348334879059,0.05427377,0.01410465,0.0001896,0.1635479,0.0523080547172097,0.0151745843919209,0.000566674069123059,0.328813952613489,0.06688931,0.01345582,8.507439e-07,0.02825798,0.0668332354792694,0.0134779063711969,7.09572115082346e-07,0.0235688744622233
"cg23120601","chr15",40583227,40583228,"Body","NM_004573","PLCB2","Island",0.0689088874186524,0.0100682008437569,7.68986980985831e-12,7.68986980985831e-12,0.487288838653594,"++++",7.68986980985831e-12,1.44401336523246e-07,0.0575834248138943,0.0302722325803293,0.063418783600838,0.999927573044146,0.0549897620975162,0.0298523991631908,0.0654671005213502,0.901393081157042,0.0674344023042207,0.0183391931278203,0.000398833162473161,0.173711302232622,0.0657138361914023,0.0198428817414002,0.000927281779453532,0.320561453378218,0.110332,0.02486982,1.994287e-05,0.07927086,0.106865980974059,0.0267563663332221,6.49570659853213e-05,0.170113159355163,0.06287556,0.0144007,1.468786e-05,0.09856507,0.0628155478750842,0.0144243372964037,1.33169757876892e-05,0.089552921421966
"cg05157625","chr14",93153553,93153554,"Body","NM_024832","RIN3","Island",0.0856460726504216,0.0125773718844082,9.79137041716864e-12,9.79137041716864e-12,0.939300692748587,"++++",9.79137041716864e-12,1.69720225490672e-07,0.0794572556870983,0.0503694738553377,0.121536253653899,0.999927573044146,0.0751417026126593,0.0496709198827479,0.130332847458973,0.941123123397078,0.0816444274988403,0.0187861769306186,3.60290273828868e-05,0.0861156574446269,0.0798819257796561,0.0203265151639521,8.4968090633193e-05,0.149060422779084,0.0842509,0.02751762,0.002699081,0.3484628,0.0804158664344726,0.0296050201142751,0.00660177500876471,0.596650740237981,0.09599814,0.02057319,3.72004e-06,0.05101331,0.0959124052198714,0.0206069588160992,3.24973226397286e-06,0.0443666743429597
"cg04157161","chr17",7906847,7906848,"Body","NM_000180","GUCY2D","Island",0.0582084157272028,0.00855828615840573,1.03599889046472e-11,7.97961910824543e-08,0.230555506957735,"++++",1.03599889046472e-11,1.72925481466737e-07,0.0611716584272948,0.0276298126566324,0.0318271541823996,0.999927573044146,0.0588043928231522,0.0272466258985448,0.0309102181093591,0.850641414559986,0.0329348875472796,0.0147422696758963,0.0279298635014989,0.591051183000043,0.0315517814611182,0.0159510351267787,0.0479242230799601,0.85136299070551,0.08264525,0.02077458,0.0001177882,0.1418056,0.0797499701171564,0.0223504743057582,0.000359502995121747,0.292675360790245,0.0678062,0.01250511,8.275656e-08,0.006159853,0.0677540873788492,0.0125256358766332,6.32951124942758e-08,0.00471771170171563
"cg15645660","chr1",55247356,55247357,"Body","NM_001114108","TTC22","Island",0.0833839062393026,0.0122747481667301,1.09729752553328e-11,1.09729752553328e-11,0.594678049645754,"++++",1.09729752553328e-11,1.76615915114183e-07,0.0466294125553182,0.0408944524932782,0.260089356985667,0.999927573044146,0.0431256598520097,0.040327303780784,0.284893474850097,0.97527121484957,0.0873413669155277,0.0211008016148637,7.77087998432365e-05,0.103382479495264,0.085361709252358,0.0228309232676831,0.000184853943805917,0.193423805527419,0.1159832,0.02863506,8.950197e-05,0.1292304,0.111992432766101,0.0308072255984883,0.000277694900685201,0.27121056874583,0.0804484711565339,0.0180773513765557,1.00749325702004e-05,0.079097929247459,0.0803731372999188,0.018107023525318,9.04692252873094e-06,0.0710270597940655
"cg12864235","chr5",27038782,27038783,"TSS200","NM_016279","CDH9","OpenSea",0.06704762059517,0.00988550075754732,1.18179096133753e-11,1.18179096133753e-11,0.575756102114947,"++++",1.18179096133753e-11,1.83656428103721e-07,0.0411654038961154,0.028056224207668,0.149113217496164,0.999927573044146,0.0387616042260158,0.0276671237192963,0.161214463339426,0.951862818040474,0.0767052723377771,0.0145458931242892,8.98093121647427e-07,0.0299880057106433,0.0753405901177963,0.0157385570388299,1.69286535157056e-06,0.0545094178878963,0.08685976,0.02259573,0.0001922812,0.1635479,0.0837106728700958,0.0243097710175055,0.000574238658067741,0.330047800204985,0.05938872,0.01765601,0.0008138698,0.3954622,0.0593151420018725,0.0176849905593948,0.000796575119630036,0.382691945649799
"cg16406967","chr7",27155036,27155037,"5'UTR;TSS1500","NM_030661;NM_153631;NM_153632","HOXA3","Island",0.0719864944918561,0.010625106382524,1.24293030512579e-11,1.88737643584477e-06,0.124758994341883,"++++",1.24293030512579e-11,1.86512997560684e-07,0.0441462277260156,0.0329321311365127,0.186659125830385,0.999927573044146,0.041324670364067,0.0324754086561999,0.203198663732993,0.962787734684796,0.0705199043400722,0.016489633896438,4.67417521417937e-05,0.0929911124322128,0.0689728621612124,0.0178416712821265,0.000110712188962648,0.164136849136859,0.1361409,0.02657549,1.119763e-06,0.04608144,0.132437167766968,0.0285914230953373,3.62046381479541e-06,0.0832613532653731,0.0620682166918008,0.0167678280618363,0.000232191675346225,0.273190904603613,0.0619983400196797,0.0167953507601735,0.000223024008378193,0.262404457465202
"cg15911153","chr5",138730783,138730784,"1stExon;5'UTR","NM_001161546","LOC389333","Island",0.0424773420616639,0.00627383978898546,1.28294290217589e-11,1.28294290217589e-11,0.499108655774372,"++++",1.28294290217589e-11,1.86512997560684e-07,0.0436029498462346,0.0215820880117466,0.049194142377666,0.999927573044146,0.0417538408692498,0.0212827747141591,0.0497786957912876,0.879032425929519,0.0379980747929496,0.00961606113349419,0.000153167361509267,0.127560495656558,0.0370959048441539,0.0104045124864596,0.000363347469801494,0.232662636298615,0.07163006,0.01737522,6.806758e-05,0.1188892,0.0692085369210265,0.0186932495466525,0.000213630378416471,0.24449359485786,0.0402472920839878,0.00947653270761933,2.47878289488505e-05,0.118151346169005,0.0402078004714538,0.00949208748012966,2.27609564769069e-05,0.108501719902207
"cg12234455","chr19",49220235,49220236,"Body;TSS200","NM_001130915;NM_182574","MAMSTR","N_Shelf",0.0626413533356659,0.00927003396544278,1.40487241467576e-11,1.65032827097617e-09,0.310876508900614,"++++",1.40487241467576e-11,1.9785652358875e-07,0.0486369753140149,0.0331401249712737,0.149013240961773,0.999927573044146,0.045797597467468,0.0326805179081288,0.161102543178113,0.951862818040474,0.0461991637463679,0.0147267791640699,0.00229918975494276,0.309384532050513,0.0448175109656781,0.0159342744987542,0.00491353517756414,0.541619349105226,0.09765916,0.0214674,1.264723e-05,0.06622409,0.0946673242393273,0.0230958494521397,4.15137980356118e-05,0.149346502304821,0.06800679,0.01428076,2.358528e-06,0.04427911,0.0679472777017775,0.0143042004269925,2.03253165394358e-06,0.0381588376420783
"cg23859635","chr2",42795262,42795263,"TSS1500","NM_020744","MTA3","N_Shore",0.0538707881077091,0.00800965547230464,1.74713074678302e-11,1.74713074678302e-11,0.438609124477778,"++++",1.74713074678302e-11,2.38602469486799e-07,0.0488127893094801,0.0292610426794199,0.102073421764671,0.999927573044146,0.0463057632670971,0.0288552330482823,0.108546330725507,0.932400782987841,0.06786872695032,0.0131762915619612,1.4931368287266e-06,0.037394201690675,0.0666325394803416,0.0142566575002463,2.95700147763032e-06,0.0682750302026584,0.07055574,0.01771776,0.0001155826,0.1399255,0.0680864783303513,0.0190617735538138,0.000354419959398343,0.291731257829838,0.04009622,0.01218404,0.001052164,0.4263299,0.0400454453758179,0.0122040388726156,0.0010331979103435,0.416310045051744
"cg01287088","chr5",176827392,176827393,"1stExon","NM_001029886","PFN3","Island",0.0448187958831353,0.0066808058786712,1.96512266155241e-11,1.96512266155241e-11,0.488142884729079,"++++",1.96512266155241e-11,2.6047989867504e-07,0.0693870723587244,0.0238363565843573,0.0055382879018189,0.999927573044146,0.0673448222801057,0.0235057797426795,0.00416966480317667,0.673193166548064,0.0354995941207578,0.0117088944080573,0.00316586620051245,0.34207821719262,0.0344010764926015,0.0126689437993414,0.00661985021213374,0.584997567262029,0.0663711645600987,0.0194974543239131,0.000894706027760687,0.258402606735174,0.0636538731746321,0.0209764698922584,0.00240905235744696,0.489058496104427,0.0433127637249335,0.00907906276477218,2.26441433009257e-06,0.0442791089450711,0.0432749284913158,0.00909396513046544,1.94899325585806e-06,0.0381588376420783
"cg08101036","chr7",27153655,27153656,"5'UTR;TSS200","NM_030661;NM_153631;NM_153632","HOXA3","N_Shore",0.0857828478842114,0.0128979305411655,2.9130591015017e-11,1.02968261125167e-07,0.218972013712014,"++++",2.9130591015017e-11,3.75097974448365e-07,0.0529458424664181,0.038169114684168,0.17208433849769,0.999927573044146,0.0496755911094761,0.0376397625855251,0.186913935629424,0.95908751644389,0.108884994589325,0.0217192757813434,2.62381218712332e-06,0.0504055760155087,0.10684731225271,0.023500108092775,5.45005157766332e-06,0.0682750302026584,0.1356181,0.03205783,4.493435e-05,0.1044714,0.131150313393165,0.0344896361665729,0.00014318505645248,0.219147300889635,0.0667238075065383,0.0193795532702097,0.000611824384429612,0.356047984730269,0.0666430469760318,0.0194113628520231,0.000596506897157091,0.344141373797662
